,average CF
b'20070228050000',0
b'20070228060000',0
b'20070228070000',0
b'20070228080000',0
b'20070228090000',0
b'20070228100000',0
b'20070228110000',0
b'20070228120000',0
b'20070228130000',0
b'20070228140000',0
b'20070228150000',0
b'20070228160000',0
b'20070228170000',0
b'20070228180000',0
b'20070228190000',0
b'20070228200000',0
b'20070228210000',0
b'20070228220000',0
b'20070228230000',0
b'20070301000000',0
b'20070301010000',0
b'20070301020000',0
b'20070301030000',0
b'20070301040000',0
b'20070301050000',0
b'20070301060000',0
b'20070301070000',0
b'20070301080000',0
b'20070301090000',0
b'20070301100000',0
b'20070301110000',0
b'20070301120000',0
b'20070301130000',0
b'20070301140000',0
b'20070301150000',0
b'20070301160000',0
b'20070301170000',0
b'20070301180000',0
b'20070301190000',0
b'20070301200000',0
b'20070301210000',0
b'20070301220000',0
b'20070301230000',0
b'20070302000000',0
b'20070302010000',0
b'20070302020000',0
b'20070302030000',0
b'20070302040000',0
b'20070302050000',0
b'20070302060000',0
b'20070302070000',0
b'20070302080000',0
b'20070302090000',0
b'20070302100000',0
b'20070302110000',0
b'20070302120000',0
b'20070302130000',0
b'20070302140000',0
b'20070302150000',0
b'20070302160000',0
b'20070302170000',0
b'20070302180000',0
b'20070302190000',0
b'20070302200000',0
b'20070302210000',0
b'20070302220000',0
b'20070302230000',0
b'20070303000000',0
b'20070303010000',0
b'20070303020000',0
b'20070303030000',0
b'20070303040000',0
b'20070303050000',0
b'20070303060000',0
b'20070303070000',0
b'20070303080000',0
b'20070303090000',0
b'20070303100000',0
b'20070303110000',0
b'20070303120000',0
b'20070303130000',0
b'20070303140000',0
b'20070303150000',0
b'20070303160000',0
b'20070303170000',0
b'20070303180000',0
b'20070303190000',0
b'20070303200000',0
b'20070303210000',0
b'20070303220000',0
b'20070303230000',0
b'20070304000000',0
b'20070304010000',0
b'20070304020000',0
b'20070304030000',0
b'20070304040000',0
b'20070304050000',0
b'20070304060000',0
b'20070304070000',0
b'20070304080000',0
b'20070304090000',0
b'20070304100000',0
b'20070304110000',0
b'20070304120000',0
b'20070304130000',0
b'20070304140000',0
b'20070304150000',0
b'20070304160000',0
b'20070304170000',0
b'20070304180000',0
b'20070304190000',0
b'20070304200000',0
b'20070304210000',0
b'20070304220000',0
b'20070304230000',0
b'20070305000000',0
b'20070305010000',0
b'20070305020000',0
b'20070305030000',0
b'20070305040000',0
b'20070305050000',0
b'20070305060000',0
b'20070305070000',0
b'20070305080000',0
b'20070305090000',0
b'20070305100000',0
b'20070305110000',0
b'20070305120000',0
b'20070305130000',0
b'20070305140000',0
b'20070305150000',0
b'20070305160000',0
b'20070305170000',0
b'20070305180000',0
b'20070305190000',0
b'20070305200000',0
b'20070305210000',0
b'20070305220000',0
b'20070305230000',0
b'20070306000000',0
b'20070306010000',0
b'20070306020000',0
b'20070306030000',0
b'20070306040000',0
b'20070306050000',0
b'20070306060000',0
b'20070306070000',0
b'20070306080000',0
b'20070306090000',0
b'20070306100000',0
b'20070306110000',0
b'20070306120000',0
b'20070306130000',0
b'20070306140000',0
b'20070306150000',0
b'20070306160000',0
b'20070306170000',0
b'20070306180000',0
b'20070306190000',0
b'20070306200000',0
b'20070306210000',0
b'20070306220000',0
b'20070306230000',0
b'20070307000000',0
b'20070307010000',0
b'20070307020000',0
b'20070307030000',0
b'20070307040000',0
b'20070307050000',0
b'20070307060000',0
b'20070307070000',0
b'20070307080000',0
b'20070307090000',0
b'20070307100000',0
b'20070307110000',0
b'20070307120000',0
b'20070307130000',0
b'20070307140000',0
b'20070307150000',0
b'20070307160000',0
b'20070307170000',0
b'20070307180000',0
b'20070307190000',0
b'20070307200000',0
b'20070307210000',0
b'20070307220000',0
b'20070307230000',0
b'20070308000000',0
b'20070308010000',0
b'20070308020000',0
b'20070308030000',0
b'20070308040000',0
b'20070308050000',0
b'20070308060000',0
b'20070308070000',0
b'20070308080000',0
b'20070308090000',0
b'20070308100000',0
b'20070308110000',0
b'20070308120000',0
b'20070308130000',0
b'20070308140000',0
b'20070308150000',0
b'20070308160000',0
b'20070308170000',0
b'20070308180000',0
b'20070308190000',0
b'20070308200000',0
b'20070308210000',0
b'20070308220000',0
b'20070308230000',0
b'20070309000000',0
b'20070309010000',0
b'20070309020000',0
b'20070309030000',0
b'20070309040000',0
b'20070309050000',0
b'20070309060000',0
b'20070309070000',0
b'20070309080000',0
b'20070309090000',0
b'20070309100000',0
b'20070309110000',0
b'20070309120000',0
b'20070309130000',0
b'20070309140000',0
b'20070309150000',0
b'20070309160000',0
b'20070309170000',0
b'20070309180000',0
b'20070309190000',0
b'20070309200000',0
b'20070309210000',0
b'20070309220000',0
b'20070309230000',0
b'20070310000000',0
b'20070310010000',0
b'20070310020000',0
b'20070310030000',0
b'20070310040000',0
b'20070310050000',0
b'20070310060000',0
b'20070310070000',0
b'20070310080000',0
b'20070310090000',0
b'20070310100000',0
b'20070310110000',0
b'20070310120000',0
b'20070310130000',0
b'20070310140000',0
b'20070310150000',0
b'20070310160000',0
b'20070310170000',0
b'20070310180000',0
b'20070310190000',0
b'20070310200000',0
b'20070310210000',0
b'20070310220000',0
b'20070310230000',0
b'20070311000000',0
b'20070311010000',0
b'20070311020000',0
b'20070311030000',0
b'20070311040000',0
b'20070311050000',0
b'20070311060000',0
b'20070311070000',0
b'20070311080000',0
b'20070311090000',0
b'20070311100000',0
b'20070311110000',0
b'20070311120000',0
b'20070311130000',0
b'20070311140000',0
b'20070311150000',0
b'20070311160000',0
b'20070311170000',0
b'20070311180000',0
b'20070311190000',0
b'20070311200000',0
b'20070311210000',0
b'20070311220000',0
b'20070311230000',0
b'20070312000000',0
b'20070312010000',0
b'20070312020000',0
b'20070312030000',0
b'20070312040000',0
b'20070312050000',0
b'20070312060000',0
b'20070312070000',0
b'20070312080000',0
b'20070312090000',0
b'20070312100000',0
b'20070312110000',0
b'20070312120000',0
b'20070312130000',0
b'20070312140000',0
b'20070312150000',0
b'20070312160000',0
b'20070312170000',0
b'20070312180000',0
b'20070312190000',0
b'20070312200000',0
b'20070312210000',0
b'20070312220000',0
b'20070312230000',0
b'20070313000000',0
b'20070313010000',0
b'20070313020000',0
b'20070313030000',0
b'20070313040000',0
b'20070313050000',0
b'20070313060000',0
b'20070313070000',0
b'20070313080000',0
b'20070313090000',0
b'20070313100000',0
b'20070313110000',0
b'20070313120000',0
b'20070313130000',0
b'20070313140000',0
b'20070313150000',0
b'20070313160000',0
b'20070313170000',0
b'20070313180000',0
b'20070313190000',0
b'20070313200000',0
b'20070313210000',0
b'20070313220000',0
b'20070313230000',0
b'20070314000000',0
b'20070314010000',0
b'20070314020000',0
b'20070314030000',0
b'20070314040000',0
b'20070314050000',0
b'20070314060000',0
b'20070314070000',0
b'20070314080000',0
b'20070314090000',0
b'20070314100000',0
b'20070314110000',0
b'20070314120000',0
b'20070314130000',0
b'20070314140000',0
b'20070314150000',0
b'20070314160000',0
b'20070314170000',0
b'20070314180000',0
b'20070314190000',0
b'20070314200000',0
b'20070314210000',0
b'20070314220000',0
b'20070314230000',0
b'20070315000000',0
b'20070315010000',0
b'20070315020000',0
b'20070315030000',0
b'20070315040000',0
b'20070315050000',0
b'20070315060000',0
b'20070315070000',0
b'20070315080000',0
b'20070315090000',0
b'20070315100000',0
b'20070315110000',0
b'20070315120000',0
b'20070315130000',0
b'20070315140000',0
b'20070315150000',0
b'20070315160000',0
b'20070315170000',0
b'20070315180000',0
b'20070315190000',0
b'20070315200000',0
b'20070315210000',0
b'20070315220000',0
b'20070315230000',0
b'20070316000000',0
b'20070316010000',0
b'20070316020000',0
b'20070316030000',0
b'20070316040000',0
b'20070316050000',0
b'20070316060000',0
b'20070316070000',0
b'20070316080000',0
b'20070316090000',0
b'20070316100000',0
b'20070316110000',0
b'20070316120000',0
b'20070316130000',0
b'20070316140000',0
b'20070316150000',0
b'20070316160000',0
b'20070316170000',0
b'20070316180000',0
b'20070316190000',0
b'20070316200000',0
b'20070316210000',0
b'20070316220000',0
b'20070316230000',0
b'20070317000000',0
b'20070317010000',0
b'20070317020000',0
b'20070317030000',0
b'20070317040000',0
b'20070317050000',0
b'20070317060000',0
b'20070317070000',0
b'20070317080000',0
b'20070317090000',0
b'20070317100000',0
b'20070317110000',0
b'20070317120000',0
b'20070317130000',0
b'20070317140000',0
b'20070317150000',0
b'20070317160000',0
b'20070317170000',0
b'20070317180000',0
b'20070317190000',0
b'20070317200000',0
b'20070317210000',0
b'20070317220000',0
b'20070317230000',0
b'20070318000000',0
b'20070318010000',0
b'20070318020000',0
b'20070318030000',0
b'20070318040000',0
b'20070318050000',0
b'20070318060000',0
b'20070318070000',0
b'20070318080000',0
b'20070318090000',0
b'20070318100000',0
b'20070318110000',0
b'20070318120000',0
b'20070318130000',0
b'20070318140000',0
b'20070318150000',0
b'20070318160000',0
b'20070318170000',0
b'20070318180000',0
b'20070318190000',0
b'20070318200000',0
b'20070318210000',0
b'20070318220000',0
b'20070318230000',0
b'20070319000000',0
b'20070319010000',0
b'20070319020000',0
b'20070319030000',0
b'20070319040000',0
b'20070319050000',0
b'20070319060000',0
b'20070319070000',0
b'20070319080000',0
b'20070319090000',0
b'20070319100000',0
b'20070319110000',0
b'20070319120000',0
b'20070319130000',0
b'20070319140000',0
b'20070319150000',0
b'20070319160000',0
b'20070319170000',0
b'20070319180000',0
b'20070319190000',0
b'20070319200000',0
b'20070319210000',0
b'20070319220000',0
b'20070319230000',0
b'20070320000000',0
b'20070320010000',0
b'20070320020000',0
b'20070320030000',0
b'20070320040000',0
b'20070320050000',0
b'20070320060000',0
b'20070320070000',0
b'20070320080000',0
b'20070320090000',0
b'20070320100000',0
b'20070320110000',0
b'20070320120000',0
b'20070320130000',0
b'20070320140000',0
b'20070320150000',0
b'20070320160000',0
b'20070320170000',0
b'20070320180000',0
b'20070320190000',0
b'20070320200000',0
b'20070320210000',0
b'20070320220000',0
b'20070320230000',0
b'20070321000000',0
b'20070321010000',0
b'20070321020000',0
b'20070321030000',0
b'20070321040000',0
b'20070321050000',0
b'20070321060000',0
b'20070321070000',0
b'20070321080000',0
b'20070321090000',0
b'20070321100000',0
b'20070321110000',0
b'20070321120000',0
b'20070321130000',0
b'20070321140000',0
b'20070321150000',0
b'20070321160000',0
b'20070321170000',0
b'20070321180000',0
b'20070321190000',0
b'20070321200000',0
b'20070321210000',0
b'20070321220000',0
b'20070321230000',0
b'20070322000000',0
b'20070322010000',0
b'20070322020000',0
b'20070322030000',0
b'20070322040000',0
b'20070322050000',0
b'20070322060000',0
b'20070322070000',0
b'20070322080000',0
b'20070322090000',0
b'20070322100000',0
b'20070322110000',0
b'20070322120000',0
b'20070322130000',0
b'20070322140000',0
b'20070322150000',0
b'20070322160000',0
b'20070322170000',0
b'20070322180000',0
b'20070322190000',0
b'20070322200000',0
b'20070322210000',0
b'20070322220000',0
b'20070322230000',0
b'20070323000000',0
b'20070323010000',0
b'20070323020000',0
b'20070323030000',0
b'20070323040000',0
b'20070323050000',0
b'20070323060000',0
b'20070323070000',0
b'20070323080000',0
b'20070323090000',0
b'20070323100000',0
b'20070323110000',0
b'20070323120000',0
b'20070323130000',0
b'20070323140000',0
b'20070323150000',0
b'20070323160000',0
b'20070323170000',0
b'20070323180000',0
b'20070323190000',0
b'20070323200000',0
b'20070323210000',0
b'20070323220000',0
b'20070323230000',0
b'20070324000000',0
b'20070324010000',0
b'20070324020000',0
b'20070324030000',0
b'20070324040000',0
b'20070324050000',0
b'20070324060000',0
b'20070324070000',0
b'20070324080000',0
b'20070324090000',0
b'20070324100000',0
b'20070324110000',0
b'20070324120000',0
b'20070324130000',0
b'20070324140000',0
b'20070324150000',0
b'20070324160000',0
b'20070324170000',0
b'20070324180000',0
b'20070324190000',0
b'20070324200000',0
b'20070324210000',0
b'20070324220000',0
b'20070324230000',0
b'20070325000000',0
b'20070325010000',0
b'20070325020000',0
b'20070325030000',0
b'20070325040000',0
b'20070325050000',0
b'20070325060000',0
b'20070325070000',0
b'20070325080000',0
b'20070325090000',0
b'20070325100000',0
b'20070325110000',0
b'20070325120000',0
b'20070325130000',0
b'20070325140000',0
b'20070325150000',0
b'20070325160000',0
b'20070325170000',0
b'20070325180000',0
b'20070325190000',0
b'20070325200000',0
b'20070325210000',0
b'20070325220000',0
b'20070325230000',0
b'20070326000000',0
b'20070326010000',0
b'20070326020000',0
b'20070326030000',0
b'20070326040000',0
b'20070326050000',0
b'20070326060000',0
b'20070326070000',0
b'20070326080000',0
b'20070326090000',0
b'20070326100000',0
b'20070326110000',0
b'20070326120000',0
b'20070326130000',0
b'20070326140000',0
b'20070326150000',0
b'20070326160000',0
b'20070326170000',0
b'20070326180000',0
b'20070326190000',0
b'20070326200000',0
b'20070326210000',0
b'20070326220000',0
b'20070326230000',0
b'20070327000000',0
b'20070327010000',0
b'20070327020000',0
b'20070327030000',0
b'20070327040000',0
b'20070327050000',0
b'20070327060000',0
b'20070327070000',0
b'20070327080000',0
b'20070327090000',0
b'20070327100000',0
b'20070327110000',0
b'20070327120000',0
b'20070327130000',0
b'20070327140000',0
b'20070327150000',0
b'20070327160000',0
b'20070327170000',0
b'20070327180000',0
b'20070327190000',0
b'20070327200000',0
b'20070327210000',0
b'20070327220000',0
b'20070327230000',0
b'20070328000000',0
b'20070328010000',0
b'20070328020000',0
b'20070328030000',0
b'20070328040000',0
b'20070328050000',0
b'20070328060000',0
b'20070328070000',0
b'20070328080000',0
b'20070328090000',0
b'20070328100000',0
b'20070328110000',0
b'20070328120000',0
b'20070328130000',0
b'20070328140000',0
b'20070328150000',0
b'20070328160000',0
b'20070328170000',0
b'20070328180000',0
b'20070328190000',0
b'20070328200000',0
b'20070328210000',0
b'20070328220000',0
b'20070328230000',0
b'20070329000000',0
b'20070329010000',0
b'20070329020000',0
b'20070329030000',0
b'20070329040000',0
b'20070329050000',0
b'20070329060000',0
b'20070329070000',0
b'20070329080000',0
b'20070329090000',0
b'20070329100000',0
b'20070329110000',0
b'20070329120000',0
b'20070329130000',0
b'20070329140000',0
b'20070329150000',0
b'20070329160000',0
b'20070329170000',0
b'20070329180000',0
b'20070329190000',0
b'20070329200000',0
b'20070329210000',0
b'20070329220000',0
b'20070329230000',0
b'20070330000000',0
b'20070330010000',0
b'20070330020000',0
b'20070330030000',0
b'20070330040000',0
b'20070330050000',0
b'20070330060000',0
b'20070330070000',0
b'20070330080000',0
b'20070330090000',0
b'20070330100000',0
b'20070330110000',0
b'20070330120000',0
b'20070330130000',0
b'20070330140000',0
b'20070330150000',0
b'20070330160000',0
b'20070330170000',0
b'20070330180000',0
b'20070330190000',0
b'20070330200000',0
b'20070330210000',0
b'20070330220000',0
b'20070330230000',0
b'20070331000000',0
b'20070331010000',0
b'20070331020000',0
b'20070331030000',0
b'20070331040000',0
b'20070331050000',0
b'20070331060000',0
